OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME,Year,Month,Hour,ALCOHOL_RELATED
3474415,T20190000720,ABS to receive accident,Finished,13/1/2019,07.00.00,Yes,Collision with a fixed object,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,60 km/hr,Yes,341129,145.37318,-36.40425,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,2533471.788,2566036.671,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,SMALL_CITIES,SMALL_CITIES,SHEPPARTON,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country,2019,1,07,0
3474416,T20190000721,ABS to receive accident,Finished,13/1/2019,10.01.00,No,Collision with a fixed object,Sunday,OUT OF CONTROL (OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,Yes,341418,144.90829,-37.7694,Non-Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2491919.998,2414614.511,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,1,10,0
3474417,T20190000722,ABS to receive accident,Finished,13/1/2019,11.47.00,No,Collision with vehicle,,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,341154,145.16493,-38.08796,Non-Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2514469.064,2379248.709,3,1,0,0,1,2,2,1,0,0,3,0,0,0,0,0,0,0,0,2,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,FRANKSTON,METROPOLITAN SOUTH EAST REGION,M,M,Freeway,Freeway,Divided,Div,Metro,2019,1,11,0
3474418,T20190000723,ABS to receive accident,Finished,13/1/2019,12.41.00,No,Collision with vehicle,,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,56086,144.75137,-37.75205,Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2478090.686,2416516.001,3,1,0,0,1,2,2,1,0,0,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,MELTON,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,"Div,Undiv",Metro,2019,1,12,0
3474420,T20190000725,ABS to receive accident,Finished,12/1/2019,22.00.00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,T intersection,Serious injury accident,70 km/hr,No,341571,144.807,-38.36764,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2483130.67,2348196.192,8,3,0,1,2,5,6,1,0,5,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,1,22,0
3474421,T20190000726,ABS to receive accident,Finished,13/1/2019,11.35.00,No,Collision with vehicle,Sunday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,100 km/hr,No,341675,145.76622,-38.41065,Intersection,SOUTH GIPPSLAND,EASTERN REGION,2566931.596,2343169.363,6,2,0,0,2,4,4,2,0,3,3,0,0,0,0,0,0,0,0,0,No,0,3,1,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,SOUTH GIPPSLAND,"EASTERN REGION,EASTERN REGION",A,A,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Country,2019,1,11,0
3474422,T20190000729,ABS to receive accident,Finished,13/1/2019,13.10.00,No,Collision with vehicle,,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,29915,144.93408,-37.80954,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2494195.041,2410161.704,6,3,0,0,3,3,3,3,0,4,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,M,M,Freeway,"Freeway,Arterial Highway",Divided,"Div,Undiv",Metro,2019,1,13,0
3474423,T20190000730,ABS to receive accident,Finished,13/1/2019,12.05.00,No,Collision with vehicle,Sunday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,38731,145.06626,-37.68831,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2505843.758,2423616.548,7,3,0,0,3,4,1,6,0,5,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro,2019,1,12,0
3474424,T20190000731,ABS to receive accident,Finished,13/1/2019,14.15.00,No,Collision with vehicle,Sunday,RIGHT THROUGH,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,341372,144.84183,-37.77077,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2486064.838,2414454.621,3,1,0,0,1,2,1,1,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,1,14,0
3474451,T20190000238,ABS to receive accident,Finished,5/1/2019,09.45.00,No,Collision with vehicle,Saturday,LEFT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,40711,145.13412,-37.84238,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2511804.578,2406510.138,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,2019,1,09,0
3474452,T20190000239,ABS to receive accident,Finished,5/1/2019,12.40.00,No,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,341162,145.4436,-37.92257,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2539002.21,2397527.994,3,2,0,0,2,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,CARDINIA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Metro,2019,1,12,0
3474453,T20190000241,ABS to receive accident,Finished,5/1/2019,01.20.00,Yes,collision with some other object,Friday,STRUCK OBJECT ON CARRIAGEWAY,No,Dark Street lights unknown,No,Not at intersection,Other injury accident,80 km/hr,No,340982,145.22303,-37.71376,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2519663.844,2420770.299,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,NILLUMBIK,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro,2019,1,01,0
3474454,T20190000242,ABS to receive accident,Finished,5/1/2019,13.15.00,No,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Serious injury accident,60 km/hr,No,42744,145.05779,-37.96567,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2505078.566,2392833.684,3,2,0,2,0,1,2,1,0,1,2,0,0,0,0,0,0,0,1,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road,Arterial Other",Divided,"Div,Undiv",Metro,2019,1,13,0
3474455,T20190000245,ABS to receive accident,Finished,5/1/2019,13.00.00,No,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,100 km/hr,No,15454,144.60883,-38.26096,Intersection,GEELONG,SOUTH WESTERN REGION,2465762.009,2359986.189,7,1,0,0,1,6,2,5,0,5,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,B,"B,C",Arterial Highway,"Arterial Highway,Arterial Other",Undivided,Undiv,Country,2019,1,13,0
3474456,T20190000247,ABS to receive accident,Finished,5/1/2019,13.30.00,No,Collision with vehicle,Friday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,341215,145.11977,-37.82851,Non-Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2510543.694,2408051.241,4,1,0,0,1,3,2,2,0,2,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro,2019,1,13,0
3474457,T20190000255,ABS to receive accident,Finished,3/1/2019,19.45.00,Yes,Collision with a fixed object,Thursday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,No,T intersection,Other injury accident,60 km/hr,Yes,340957,145.02644,-38.37778,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2502310.946,2347088.097,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,SMALL_TOWNS,"SMALL_TOWNS,RURAL_VICTORIA",MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,1,19,0
3474458,T20190000257,ABS to receive accident,Finished,5/1/2019,14.43.00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,340939,145.04496,-37.89016,Non-Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,2503954.93,2401214.734,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro,2019,1,14,0
3474459,T20190000260,ABS to receive accident,Finished,5/1/2019,16.01.00,Yes,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),Yes,Dusk/Dawn,Yes,Cross intersection,Other injury accident,60 km/hr,No,44609,143.87057,-37.56995,Intersection,BALLARAT,WESTERN REGION,2400235.868,2436162.417,2,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,No,0,2,0,0,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BALLARAT,WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country,2019,1,16,0
3474460,T20190000262,ABS to receive accident,Finished,4/1/2019,19.00.00,Yes,Collision with vehicle,Thursday,CROSS TRAFFIC(INTERSECTIONS ONLY),Yes,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,280243,145.16131,-38.10943,Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2514147.605,2376865.819,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,2,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,FRANKSTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,Arterial Highway,Divided,Div,Metro,2019,1,19,0
3474461,T20190000263,ABS to receive accident,Finished,3/1/2019,17.00.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Unk.,No,T intersection,Other injury accident,50 km/hr,No,42422,145.12758,-37.92961,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2511216.432,2396829.346,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,"MONASH,KINGSTON",METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,2019,1,17,0
3474462,T20190000264,ABS to receive accident,Finished,5/1/2019,14.50.00,Yes,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,19689,144.502,-36.78694,Intersection,BENDIGO,NORTHERN REGION,2455555.184,2523524.238,6,3,0,0,3,3,3,2,0,3,2,0,0,0,1,0,0,0,0,0,No,1,2,0,2,0,0,SMALL_TOWNS,SMALL_TOWNS,BENDIGO,NORTHERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Country,2019,1,14,0
3474463,T20190000265,ABS to receive accident,Finished,5/1/2019,12.48.00,No,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,341473,143.27831,-38.74685,Non-Intersection,COLAC OTWAY,SOUTH WESTERN REGION,2350287.471,2304755.71,3,1,0,0,1,2,2,1,0,1,1,0,0,1,0,0,0,0,0,1,No,0,2,0,1,1,0,RURAL_VICTORIA,RURAL_VICTORIA,"CORANGAMITE,COLAC OTWAY",SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,2019,1,12,0
3474464,T20190000732,ABS to receive accident,Finished,13/1/2019,11.10.00,No,Collision with vehicle,,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,1285,144.89128,-37.77631,Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,2490422.321,2413845.875,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,2019,1,11,0
3474465,T20190000733,ABS to receive accident,Finished,13/1/2019,14.42.00,No,Collision with vehicle,,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,341140,145.12531,-38.23167,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2510972.032,2363300.543,3,1,0,0,1,2,1,2,0,1,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,M,M,Freeway,Freeway,Divided,Div,Metro,2019,1,14,0
3474466,T20190000734,ABS to receive accident,Finished,13/1/2019,14.00.00,No,Collision with vehicle,Sunday,RIGHT TURN SIDESWIPE,No,Day,Yes,Multiple intersection,Serious injury accident,60 km/hr,No,341861,144.36269,-38.19818,Intersection,GEELONG,SOUTH WESTERN REGION,2444170.874,2366839.099,2,2,0,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,No,0,2,0,0,2,0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country,2019,1,14,0
3474467,T20190000737,ABS to receive accident,Finished,13/1/2019,15.20.00,No,Collision with a fixed object,Sunday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,T intersection,Other injury accident,50 km/hr,Yes,341401,145.15832,-37.89105,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2513925.823,2401105.767,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,1,15,0
3474468,T20190000743,ABS to receive accident,Finished,13/1/2019,13.30.00,No,No collision and no object struck,Sunday,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,341171,146.62295,-37.62819,Non-Intersection,WELLINGTON,EASTERN REGION,2643243.981,2429069.318,2,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,WELLINGTON,"EASTERN REGION,EASTERN REGION",C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country,2019,1,13,0
3474469,T20190000746,ABS to receive accident,Finished,13/1/2019,15.30.00,No,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,No,341161,146.72442,-36.37528,Non-Intersection,INDIGO,NORTH EASTERN REGION,2654717.04,2567915.477,6,1,0,1,0,5,4,1,0,4,1,0,0,1,0,0,0,0,0,1,No,0,2,0,1,1,0,RURAL_VICTORIA,RURAL_VICTORIA,INDIGO,NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country,2019,1,15,0
3474470,T20190000748,ABS to receive accident,Finished,13/1/2019,12.30.00,No,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,No,T intersection,Serious injury accident,60 km/hr,No,43213,145.10783,-38.03741,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2509466.659,2384866.098,2,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Metro,2019,1,12,0
3474471,T20190000749,ABS to receive accident,Finished,13/1/2019,17.55.00,No,Collision with a fixed object,,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,T intersection,Serious injury accident,50 km/hr,Yes,342712,145.03812,-37.67319,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2503362.264,2425296.062,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,MELB_URBAN,MELB_URBAN,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,1,17,0
3474472,T20190000751,ABS to receive accident,Finished,7/1/2019,12.00.00,No,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Other injury accident,50 km/hr,No,341241,144.35154,-38.13334,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2443145.258,2374029.287,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,Arterial Highway,Divided,Div,Country,2019,1,12,0
3474473,T20190000752,ABS to receive accident,Finished,13/1/2019,18.40.00,No,Collision with vehicle,,LANE CHANGE RIGHT (NOT OVERTAKING),No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,792,145.14337,-37.92456,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2512605.037,2397387.973,2,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Arterial Other",Divided,Div,Metro,2019,1,18,0
3474474,T20190000753,ABS to receive accident,Finished,13/1/2019,19.45.00,Yes,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,60 km/hr,No,341296,145.46619,-38.06195,Off Road,CARDINIA,METROPOLITAN SOUTH EAST REGION,2540912.902,2382047.99,6,4,0,0,4,2,2,0,0,4,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,SMALL_CITIES,SMALL_CITIES,CARDINIA,METROPOLITAN SOUTH EAST REGION,,,,,,,Metro,2019,1,19,0
3474475,T20190000758,ABS to receive accident,Finished,13/1/2019,20.07.00,No,Collision with a fixed object,,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,371,144.97218,-37.83561,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2497550.936,2407269.692,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro,2019,1,20,0
3474476,T20190000759,ABS to receive accident,Finished,13/1/2019,16.49.00,Yes,Collision with vehicle,Sunday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,38607,144.86149,-37.81335,Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,2487803.9,2409732.076,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,No,1,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro,2019,1,16,0
3474503,T20190000268,ABS to receive accident,Finished,3/1/2019,23.10.00,Yes,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Dark No street lights,Yes,Not at intersection,Other injury accident,100 km/hr,No,341959,143.62097,-38.77885,Non-Intersection,COLAC OTWAY,SOUTH WESTERN REGION,2380133.056,2301687.942,4,2,0,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,COLAC OTWAY,SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,2019,1,23,0
3474504,T20190000270,ABS to receive accident,Finished,5/1/2019,17.20.00,Yes,Vehicle overturned (no collision),Friday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,No,342842,143.32526,-37.19694,Non-Intersection,PYRENEES,WESTERN REGION,2351342.915,2476839.277,2,1,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,PYRENEES,WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,2019,1,17,0
3474505,T20190000273,ABS to receive accident,Finished,5/1/2019,17.52.00,Yes,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),Yes,Day,Yes,T intersection,Other injury accident,80 km/hr,No,54901,145.14129,-37.58812,Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2512477.707,2434727.966,6,5,0,0,5,1,0,5,0,3,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,RURAL_VICTORIA,RURAL_VICTORIA,"WHITTLESEA,NILLUMBIK",METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,1,17,0
3474506,T20190000276,ABS to receive accident,Finished,4/1/2019,15.45.00,No,Collision with vehicle,Friday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,30002,145.14359,-37.9247,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2512624.464,2397372.563,3,2,0,0,2,1,1,2,0,1,2,0,0,0,0,0,0,0,0,2,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,"MONASH,DANDENONG",METROPOLITAN SOUTH EAST REGION,,,,,,,Metro,2019,1,15,0
3474507,T20190000280,ABS to receive accident,Finished,5/1/2019,19.05.00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Serious injury accident,80 km/hr,No,224568,145.29472,-37.88874,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2525923.735,2401332.795,6,1,0,1,0,5,2,4,0,4,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,KNOX,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Arterial Other",Divided,Div,Metro,2019,1,19,0
3474508,T20190000281,ABS to receive accident,Finished,5/1/2019,19.20.00,Yes,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,36258,144.96178,-37.80439,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496634.522,2410734.038,4,1,0,0,1,3,3,1,0,1,1,2,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,Div,Metro,2019,1,19,0
3474509,T20190000282,ABS to receive accident,Finished,5/1/2019,16.00.00,Yes,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,342099,144.99033,-37.73642,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2499147.563,2418278.661,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro,2019,1,16,0
3474510,T20190000283,ABS to receive accident,Finished,5/1/2019,20.05.00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,80 km/hr,Yes,340974,145.36004,-37.96103,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2531639.838,2393289.611,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Metro,2019,1,20,0
